AGE,SEX
10.56262834,0
10.56262834,0
10.56262834,0
10.56262834,0
10.56262834,0
11.77549624,1
11.77549624,1
11.77549624,1
11.77549624,1
11.77549624,1
10.63107461,0
10.63107461,0
10.63107461,0
10.63107461,0
10.63107461,0
9.333333333,1
9.333333333,1
9.333333333,1
9.333333333,1
9.333333333,1
11.95619439,0
11.95619439,0
11.95619439,0
11.95619439,0
11.95619439,0
11.86036961,1
11.86036961,1
11.86036961,1
11.86036961,1
11.86036961,1
14.5927447,1
14.5927447,1
14.5927447,1
14.5927447,1
14.5927447,1
12.92265572,0
12.92265572,0
12.92265572,0
12.92265572,0
12.92265572,0
9.371663244,1
9.371663244,1
9.371663244,1
9.371663244,1
9.371663244,1
13.28952772,1
13.28952772,1
13.28952772,1
13.28952772,1
13.28952772,1
13.47296372,1
13.47296372,1
13.47296372,1
13.47296372,1
13.47296372,1
11.74537988,1
11.74537988,1
11.74537988,1
11.74537988,1
11.74537988,1
9.347022587,1
9.347022587,1
9.347022587,1
9.347022587,1
9.347022587,1
14.34633813,1
14.34633813,1
14.34633813,1
14.34633813,1
14.34633813,1
14.15742642,0
14.15742642,0
14.15742642,0
14.15742642,0
14.15742642,0
14.85284052,0
14.85284052,0
14.85284052,0
14.85284052,0
14.85284052,0
10.31348392,0
10.31348392,0
10.31348392,0
10.31348392,0
10.31348392,0
10.69130732,0
10.69130732,0
10.69130732,0
10.69130732,0
10.69130732,0
11.10746064,0
11.10746064,0
11.10746064,0
11.10746064,0
11.10746064,0
14.94045175,0
14.94045175,0
14.94045175,0
14.94045175,0
14.94045175,0
10.00410678,1
10.00410678,1
10.00410678,1
10.00410678,1
10.00410678,1
13.99041752,1
13.99041752,1
13.99041752,1
13.99041752,1
13.99041752,1
10.86105407,0
10.86105407,0
10.86105407,0
10.86105407,0
10.86105407,0
12.67351129,0
12.67351129,0
12.67351129,0
12.67351129,0
12.67351129,0
9.694729637,1
9.694729637,1
9.694729637,1
9.694729637,1
9.694729637,1
12.34770705,1
12.34770705,1
12.34770705,1
12.34770705,1
12.34770705,1
11.44969199,1
11.44969199,1
11.44969199,1
11.44969199,1
11.44969199,1
13.24024641,0
13.24024641,0
13.24024641,0
13.24024641,0
13.24024641,0
9.798767967,1
9.798767967,1
9.798767967,1
9.798767967,1
9.798767967,1
9.927446954,0
9.927446954,0
9.927446954,0
9.927446954,0
9.927446954,0
13.13347023,0
13.13347023,0
13.13347023,0
13.13347023,0
13.13347023,0
15.15674196,0
15.15674196,0
15.15674196,0
15.15674196,0
15.15674196,0
11.8220397,0
11.8220397,0
11.8220397,0
11.8220397,0
11.8220397,0
14.24503765,1
14.24503765,1
14.24503765,1
14.24503765,1
14.24503765,1
9.549623546,1
9.549623546,1
9.549623546,1
9.549623546,1
9.549623546,1
12.71184121,0
12.71184121,0
12.71184121,0
12.71184121,0
12.71184121,0
12.98288843,1
12.98288843,1
12.98288843,1
12.98288843,1
12.98288843,1
13.82340862,0
13.82340862,0
13.82340862,0
13.82340862,0
13.82340862,0
10.68035592,0
10.68035592,0
10.68035592,0
10.68035592,0
10.68035592,0
11.02806297,1
11.02806297,1
11.02806297,1
11.02806297,1
11.02806297,1
13.80698152,0
13.80698152,0
13.80698152,0
13.80698152,0
13.80698152,0
9.486652977,1
9.486652977,1
9.486652977,1
9.486652977,1
9.486652977,1
9.615331964,1
9.615331964,1
9.615331964,1
9.615331964,1
9.615331964,1
12.5065024,0
12.5065024,0
12.5065024,0
12.5065024,0
12.5065024,0
12.42436687,0
12.42436687,0
12.42436687,0
12.42436687,0
12.42436687,0
12.67077344,1
12.67077344,1
12.67077344,1
12.67077344,1
12.67077344,1
10.62833676,0
10.62833676,0
10.62833676,0
10.62833676,0
10.62833676,0
14.26146475,1
14.26146475,1
14.26146475,1
14.26146475,1
14.26146475,1
9.711156742,1
9.711156742,1
9.711156742,1
9.711156742,1
9.711156742,1
14.11362081,1
14.11362081,1
14.11362081,1
14.11362081,1
14.11362081,1
10.80629706,1
10.80629706,1
10.80629706,1
10.80629706,1
10.80629706,1
13.84804928,1
13.84804928,1
13.84804928,1
13.84804928,1
13.84804928,1
13.13347023,0
13.13347023,0
13.13347023,0
13.13347023,0
13.13347023,0
13.37166324,0
13.37166324,0
13.37166324,0
13.37166324,0
13.37166324,0
12.22176591,0
12.22176591,0
12.22176591,0
12.22176591,0
12.22176591,0
11.79739904,1
11.79739904,1
11.79739904,1
11.79739904,1
11.79739904,1
10.00410678,0
10.00410678,0
10.00410678,0
10.00410678,0
10.00410678,0
13.26488706,1
13.26488706,1
13.26488706,1
13.26488706,1
13.26488706,1
10.14373717,0
10.14373717,0
10.14373717,0
10.14373717,0
10.14373717,0
14.54893908,0
14.54893908,0
14.54893908,0
14.54893908,0
14.54893908,0
12.28473648,0
12.28473648,0
12.28473648,0
12.28473648,0
12.28473648,0
15.08555784,0
15.08555784,0
15.08555784,0
15.08555784,0
15.08555784,0
14.58726899,0
14.58726899,0
14.58726899,0
14.58726899,0
14.58726899,0
11.27994524,1
11.27994524,1
11.27994524,1
11.27994524,1
11.27994524,1
12.09034908,1
12.09034908,1
12.09034908,1
12.09034908,1
12.09034908,1
11.86310746,1
11.86310746,1
11.86310746,1
11.86310746,1
11.86310746,1
14.48049281,1
14.48049281,1
14.48049281,1
14.48049281,1
14.48049281,1
14.50239562,1
14.50239562,1
14.50239562,1
14.50239562,1
14.50239562,1
12.95824778,1
12.95824778,1
12.95824778,1
12.95824778,1
12.95824778,1
10.89664613,1
10.89664613,1
10.89664613,1
10.89664613,1
10.89664613,1
14.11088296,0
14.11088296,0
14.11088296,0
14.11088296,0
14.11088296,0
12.57221082,0
12.57221082,0
12.57221082,0
12.57221082,0
12.57221082,0
10.91854894,1
10.91854894,1
10.91854894,1
10.91854894,1
10.91854894,1
14.55715264,0
14.55715264,0
14.55715264,0
14.55715264,0
14.55715264,0
10.39014374,1
10.39014374,1
10.39014374,1
10.39014374,1
10.39014374,1
10.36550308,0
10.36550308,0
10.36550308,0
10.36550308,0
10.36550308,0
14.81724846,1
14.81724846,1
14.81724846,1
14.81724846,1
14.81724846,1
12.678987,0
12.678987,0
12.678987,0
12.678987,0
12.678987,0
13.88911704,0
13.88911704,0
13.88911704,0
13.88911704,0
13.88911704,0
12.23271732,0
12.23271732,0
12.23271732,0
12.23271732,0
12.23271732,0
14.07255305,0
14.07255305,0
14.07255305,0
14.07255305,0
14.07255305,0
13.90554415,1
13.90554415,1
13.90554415,1
13.90554415,1
13.90554415,1
13.43737166,0
13.43737166,0
13.43737166,0
13.43737166,0
13.43737166,0
14.2642026,1
14.2642026,1
14.2642026,1
14.2642026,1
14.2642026,1
14.51882272,1
14.51882272,1
14.51882272,1
14.51882272,1
14.51882272,1
13.50581793,0
13.50581793,0
13.50581793,0
13.50581793,0
13.50581793,0
13.47570157,0
13.47570157,0
13.47570157,0
13.47570157,0
13.47570157,0
10.19028063,1
10.19028063,1
10.19028063,1
10.19028063,1
10.19028063,1
15.33196441,1
15.33196441,1
15.33196441,1
15.33196441,1
15.33196441,1
14.52703628,0
14.52703628,0
14.52703628,0
14.52703628,0
14.52703628,0
10.66119097,0
10.66119097,0
10.66119097,0
10.66119097,0
10.66119097,0
10.66119097,0
10.66119097,0
10.66119097,0
10.66119097,0
10.66119097,0
15.05270363,0
15.05270363,0
15.05270363,0
15.05270363,0
15.05270363,0
12.8733744,0
12.8733744,0
12.8733744,0
12.8733744,0
12.8733744,0
14.29158111,0
14.29158111,0
14.29158111,0
14.29158111,0
14.29158111,0
10.52703628,0
10.52703628,0
10.52703628,0
10.52703628,0
10.52703628,0
9.826146475,0
9.826146475,0
9.826146475,0
9.826146475,0
9.826146475,0
14.62833676,1
14.62833676,1
14.62833676,1
14.62833676,1
14.62833676,1
13.27310062,0
13.27310062,0
13.27310062,0
13.27310062,0
13.27310062,0
14.16837782,0
14.16837782,0
14.16837782,0
14.16837782,0
14.16837782,0
14.73237509,1
14.73237509,1
14.73237509,1
14.73237509,1
14.73237509,1
14.25598905,1
14.25598905,1
14.25598905,1
14.25598905,1
14.25598905,1
10.84462697,0
10.84462697,0
10.84462697,0
10.84462697,0
10.84462697,0
10.91033539,1
10.91033539,1
10.91033539,1
10.91033539,1
10.91033539,1
11.17316906,0
11.17316906,0
11.17316906,0
11.17316906,0
11.17316906,0
13.09240246,1
13.09240246,1
13.09240246,1
13.09240246,1
13.09240246,1
12.183436,1
12.183436,1
12.183436,1
12.183436,1
12.183436,1
14.01505818,0
14.01505818,0
14.01505818,0
14.01505818,0
14.01505818,0
13.69746749,0
13.69746749,0
13.69746749,0
13.69746749,0
13.69746749,0
14.26694045,1
14.26694045,1
14.26694045,1
14.26694045,1
14.26694045,1
14.69952088,0
14.69952088,0
14.69952088,0
14.69952088,0
14.69952088,0
13.43189596,1
13.43189596,1
13.43189596,1
13.43189596,1
13.43189596,1
11.82477755,0
11.82477755,0
11.82477755,0
11.82477755,0
11.82477755,0
11.35386721,1
11.35386721,1
11.35386721,1
11.35386721,1
11.35386721,1
9.481177276,1
9.481177276,1
9.481177276,1
9.481177276,1
9.481177276,1
11.67145791,1
11.67145791,1
11.67145791,1
11.67145791,1
11.67145791,1
14.22313484,1
14.22313484,1
14.22313484,1
14.22313484,1
14.22313484,1
10.30253251,1
10.30253251,1
10.30253251,1
10.30253251,1
10.30253251,1
14.16837782,0
14.16837782,0
14.16837782,0
14.16837782,0
14.16837782,0
14.31622177,1
14.31622177,1
14.31622177,1
14.31622177,1
14.31622177,1
12.20533881,1
12.20533881,1
12.20533881,1
12.20533881,1
12.20533881,1
12.66255989,1
12.66255989,1
12.66255989,1
12.66255989,1
12.66255989,1
15.04175223,0
15.04175223,0
15.04175223,0
15.04175223,0
15.04175223,0
14.03969884,0
14.03969884,0
14.03969884,0
14.03969884,0
14.03969884,0
12.94729637,0
12.94729637,0
12.94729637,0
12.94729637,0
12.94729637,0
9.404517454,0
9.404517454,0
9.404517454,0
9.404517454,0
9.404517454,0
10.01232033,0
10.01232033,0
10.01232033,0
10.01232033,0
10.01232033,0
10.64476386,1
10.64476386,1
10.64476386,1
10.64476386,1
10.64476386,1
14.11088296,0
14.11088296,0
14.11088296,0
14.11088296,0
14.11088296,0
14.27241615,1
14.27241615,1
14.27241615,1
14.27241615,1
14.27241615,1
14.78986995,0
14.78986995,0
14.78986995,0
14.78986995,0
14.78986995,0
13.70294319,1
13.70294319,1
13.70294319,1
13.70294319,1
13.70294319,1
11.04996578,0
11.04996578,0
11.04996578,0
11.04996578,0
11.04996578,0
14.62559891,0
14.62559891,0
14.62559891,0
14.62559891,0
14.62559891,0
12.73648186,0
12.73648186,0
12.73648186,0
12.73648186,0
12.73648186,0
11.72895277,0
11.72895277,0
11.72895277,0
11.72895277,0
11.72895277,0
14.60095825,0
14.60095825,0
14.60095825,0
14.60095825,0
14.60095825,0
14.07802875,0
14.07802875,0
14.07802875,0
14.07802875,0
14.07802875,0
10.95140315,1
10.95140315,1
10.95140315,1
10.95140315,1
10.95140315,1
9.776865161,1
9.776865161,1
9.776865161,1
9.776865161,1
9.776865161,1
10.36824093,0
10.36824093,0
10.36824093,0
10.36824093,0
10.36824093,0
13.34976044,0
13.34976044,0
13.34976044,0
13.34976044,0
13.34976044,0
13.51129363,1
13.51129363,1
13.51129363,1
13.51129363,1
13.51129363,1
13.57152635,1
13.57152635,1
13.57152635,1
13.57152635,1
13.57152635,1
12.10677618,1
12.10677618,1
12.10677618,1
12.10677618,1
12.10677618,1
15.11841205,0
15.11841205,0
15.11841205,0
15.11841205,0
15.11841205,0
10.20123203,1
10.20123203,1
10.20123203,1
10.20123203,1
10.20123203,1
11.99178645,0
11.99178645,0
11.99178645,0
11.99178645,0
11.99178645,0
13.67008898,0
13.67008898,0
13.67008898,0
13.67008898,0
13.67008898,0
12.88158795,0
12.88158795,0
12.88158795,0
12.88158795,0
12.88158795,0
13.93018481,1
13.93018481,1
13.93018481,1
13.93018481,1
13.93018481,1
13.30595483,0
13.30595483,0
13.30595483,0
13.30595483,0
13.30595483,0
14.7652293,0
14.7652293,0
14.7652293,0
14.7652293,0
14.7652293,0
13.61259411,0
13.61259411,0
13.61259411,0
13.61259411,0
13.61259411,0
10.68856947,0
10.68856947,0
10.68856947,0
10.68856947,0
10.68856947,0
13.99041752,0
13.99041752,0
13.99041752,0
13.99041752,0
13.99041752,0
12.68172485,1
12.68172485,1
12.68172485,1
12.68172485,1
12.68172485,1
9.404517454,0
9.404517454,0
9.404517454,0
9.404517454,0
9.404517454,0
10.09993155,1
10.09993155,1
10.09993155,1
10.09993155,1
10.09993155,1
11.37577002,0
11.37577002,0
11.37577002,0
11.37577002,0
11.37577002,0
10.4257358,1
10.4257358,1
10.4257358,1
10.4257358,1
10.4257358,1
9.242984257,1
9.242984257,1
9.242984257,1
9.242984257,1
9.242984257,1
11.17864476,1
11.17864476,1
11.17864476,1
11.17864476,1
11.17864476,1
11.17316906,1
11.17316906,1
11.17316906,1
11.17316906,1
11.17316906,1
13.36071184,1
13.36071184,1
13.36071184,1
13.36071184,1
13.36071184,1
13.07323751,0
13.07323751,0
13.07323751,0
